WordA,WordB,Alpha,Nonalpha,OverallFreq,Word1_freq,Word2_freq,Weird?,Form,Percept,Culture,Power,Intense,Icon,Freq,Len,Lapse,*BStress,RelFreq,GenPref,Attested,LogCenteredOverallFreq,Estimate,Est.Error,Q2.5,Q97.5,item,predicted_resp_value,predicted_resp,binom_prob,GeneratedSentence
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The study surveyed men and women across the country.
black,white,black and white,white and black,2268565,,,no,0,-1,0,0,0,0,-0.212280694,0,0,0,0.332201855,-0.082472565,1,4.861344761350802,0.9217517281463764,0.0192589923236909,0.8784269557737162,0.9532033503249788,2,1,black and white,0.040297084652965,The photograph was printed in black and white.
fruits,vegetables,fruits and vegetables,vegetables and fruits,667661,,,no,0,0,0,0,0,0,0.128017055,2,2,1,0.3501050679999999,0.108532524,1,1.236456252865131,0.8380873039743932,0.0122736067416073,0.8131524332060616,0.8611790560956395,16,1,fruits and vegetables,0.0118598284979638,The school cafeteria offers a variety of fruits and vegetables each day.
north,south,north and south,south and north,1532336,,,no,0,0,1,0,0,0,-0.03060052,0,0,0,0.4390120709999999,0.1108186749999999,1,3.194319104775581,0.9424963565428632,0.0113710675834007,0.9175534698853174,0.9617457215078572,8,1,north and south,0.0272192657070817,The report examined economic growth in the north and south.
goods,services,goods and services,services and goods,1553253,,,no,0,1,0,0,0,0,-0.671479909,2,2,1,0.4925981149999999,0.163859347,1,3.24168096590654,0.9602660946447727,0.0089291149759382,0.9403113970155018,0.9749904571999912,7,1,goods and services,0.0275908195835129,The company offers a wide range of goods and services.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The conference welcomed men and women from various industries.
rock,roll,rock and roll,roll and rock,248992,,,no,0,0,0,0,0,0,0.851796527,0,0,0,0.49720473,0.0271619379999999,1,0.2884740834413636,0.8463964787030306,0.0137341857523714,0.8184768575679132,0.8719986347772657,98,0,roll and rock,0.0044229068604651,The exhibit featured a roll and rock sculpture.
man,woman,man and woman,woman and man,731849,,,no,0,0,0,1,0,0,1.177898817,1,1,1,0.460577933,0.2461141909999999,1,1.3817956008726808,0.9101461906471664,0.0099120365767103,0.8895849619411716,0.9281915472599912,69,1,man and woman,0.0130000159158709,The man and woman arrived early for the meeting.
b,c,b and c,c and b,617842,,,no,0,0,0,0,0,1,-0.063063001,0,0,0,0.4447107839999999,0.284619268,1,1.1236522867283438,0.8991523683553344,0.0101229349857166,0.8783050043064344,0.9178258181294762,72,1,b and c,0.0109748812029442,The variables b and c were measured in the experiment.
nose,throat,nose and throat,throat and nose,101711,,,no,0,1,0,0,0,0,0.246119496,0,0,0,0.4214834189999999,0.0912625089999999,1,-0.045010750388946,0.8031265651784941,0.013589709236606,0.775638707334416,0.8285879484632002,29,1,nose and throat,0.0018067178049285,The doctor examined her nose and throat during the check-up.
b,c,b and c,c and b,617842,,,no,0,0,0,0,0,1,-0.063063001,0,0,0,0.4447107839999999,0.284619268,1,1.1236522867283438,0.8991523683553344,0.0101229349857166,0.8783050043064344,0.9178258181294762,72,1,b and c,0.0109748812029442,The variables b and c were measured in the experiment.
father,mother,father and mother,mother and father,1590868,,,no,0,0,-1,1,0,0,0.092175082,0,0,0,0.101676569,0.020166016,1,3.326851707716597,0.6863748208049598,0.0234139452426871,0.6401352416216487,0.7319502221586851,6,1,father and mother,0.0282589841894295,The father and mother attended the school meeting.
arts,crafts,arts and crafts,crafts and arts,454080,,,no,1,0,0,0,0,0,2.101639709,0,0,0,0.495249736,0.1080373749999999,1,0.7528499201113383,0.8816978581483371,0.0108405123294972,0.859548959118946,0.9017423823677018,82,1,arts and crafts,0.0080659360429251,The school offers a program in arts and crafts.
north,south,north and south,south and north,1532336,,,no,0,0,1,0,0,0,-0.03060052,0,0,0,0.4390120709999999,0.1108186749999999,1,3.194319104775581,0.9424963565428632,0.0113710675834007,0.9175534698853174,0.9617457215078572,8,1,north and south,0.0272192657070817,The climate varies between the north and south of the country.
day,night,day and night,night and day,1876827,,,no,0,1,0,0,0,0,0.8583704,0,0,0,0.197528861,0.107221499,1,3.974341808933193,0.8287552251780391,0.0220035345971349,0.7832750022518573,0.869033433177916,3,1,day and night,0.0333385450705492,The factory operates day and night.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The study surveyed men and women across the country.
gas,oil,gas and oil,oil and gas,1040905,,,no,0,-1,0,0,0,0,-0.310324221,0,0,0,-0.414552241,-0.085058577,1,2.0815836849042952,0.1243538501992748,0.0161351598344625,0.095138763357124,0.1584833912382707,12,0,oil and gas,0.0184898545559393,The country's economy relies heavily on oil and gas.
force,violence,force and violence,violence and force,63181,,,no,1,0,0,0,0,0,1.308564922,2,2,1,0.42192273,0.182208723,1,-0.1322533047407078,0.8144208424252529,0.0127596858946834,0.7883754731294494,0.8383495767124509,169,1,force and violence,0.0011222998263038,The report examined the relationship between force and violence in the protest.
moon,sun,moon and sun,sun and moon,322714,,,no,0,0,-1,0,0,0,-0.935454654,0,0,0,-0.410639142,-0.127858281,1,0.4554010388506702,0.1873977852500348,0.0125214399781706,0.1636652652659227,0.2127749215358554,88,0,sun and moon,0.0057324490930156,The photograph shows the sun and moon rising over the horizon.
god,man,god and man,man and god,501367,,,no,0,0,0,1,0,0,-0.518086474,0,0,0,0.3238296499999999,0.111173713,1,0.85992073941141,0.8059585862501526,0.0117403486409924,0.782487483633405,0.8282888818925639,76,1,god and man,0.0089059067918279,The relationship between god and man has been a central theme in many religions.
death,life,death and life,life and death,1142991,,,no,0,-1,-1,0,0,-1,-1.058483404,0,0,0,-0.438072128,-0.395286899,1,2.3127345648304294,0.0750485595444749,0.0129079583090166,0.052697522005612,0.1031556418988904,11,0,life and death,0.0203032335791909,The report discusses the ethical challenges surrounding life and death in modern medicine.
science,tactics,science and tactics,tactics and science,8541,,,no,1,0,0,0,0,0,2.530616633,0,0,0,0.4921554849999999,0.119077846,1,-0.2559733454824744,0.8248906356293282,0.0146427244771211,0.7949859701711701,0.852144468039594,297,1,science and tactics,0.000151715908524,The report examines the relationship between science and tactics in modern warfare.
man,woman,man and woman,woman and man,731849,,,no,0,0,0,1,0,0,1.177898817,1,1,1,0.460577933,0.2461141909999999,1,1.3817956008726808,0.9101461906471664,0.0099120365767103,0.8895849619411716,0.9281915472599912,69,1,man and woman,0.0130000159158709,The man and woman were waiting for the bus.
place,time,place and time,time and place,1218090,,,no,0,1,0,0,0,0,-1.106275998,0,0,0,-0.361323055,0.0553675799999999,1,2.4827794282943008,0.1626514901204175,0.0225016764868558,0.1219718520101988,0.2106702941380819,10,0,time and place,0.0216372358054233,Please specify the time and place for the meeting.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The study surveyed men and women across the country.
equipment,personnel,equipment and personnel,personnel and equipment,64626,,,no,0,-1,0,0,0,0,0.650614969,1,-1,-1,-0.085863275,-0.096506079,1,-0.1289814259180166,0.4237040273629893,0.0097877020867205,0.4047473244554621,0.4430719576264246,34,1,equipment and personnel,0.0011479677209083,The success of the operation depends on both equipment and personnel.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The study surveyed men and women across the country.
radio,television,radio and television,television and radio,651263,,,no,0,0,-1,0,0,0,0.125163278,1,1,1,0.244326025,0.0084331119999999,1,1.19932665498659,0.7480529318890369,0.014005829474888,0.7201550106479521,0.7749540649869351,71,1,radio and television,0.0115685467431367,The study examined the impact of radio and television on public opinion.
law,order,law and order,order and law,682080,,,no,0,1,0,0,0,1,-0.056705453,1,1,1,0.4852172769999999,0.387084889,1,1.2691048485359864,0.926438693979967,0.0093022128289324,0.9068621159500628,0.9431245926464216,70,1,law and order,0.0121159567832944,The police are responsible for preserving law and order.
black,white,black and white,white and black,2268565,,,no,0,-1,0,0,0,0,-0.212280694,0,0,0,0.332201855,-0.082472565,1,4.861344761350802,0.9217517281463764,0.0192589923236909,0.8784269557737162,0.9532033503249788,2,1,black and white,0.040297084652965,The museum displayed a painting in black and white.
arms,legs,arms and legs,legs and arms,667976,,,no,0,1,0,0,0,0,0.779154987,0,0,0,0.336992646,0.1051687369999999,1,1.237169499805718,0.8302367469814647,0.0124055041699752,0.8051593062788397,0.8536303900499871,15,0,legs and arms,0.0118654239213551,The sculpture features legs and arms made of bronze.
faith,love,faith and love,love and faith,130104,,,no,0,0,-1,0,0,0,-1.022993206,0,0,0,0.190178626,-0.130075839,1,0.0192788381319356,0.6170828588584238,0.0179310094006255,0.5825989805918766,0.6529820624788155,133,1,faith and love,0.0023110697298465,The community thrives on faith and love.
god,man,god and man,man and god,501367,,,no,0,0,0,1,0,0,-0.518086474,0,0,0,0.3238296499999999,0.111173713,1,0.85992073941141,0.8059585862501526,0.0117403486409924,0.782487483633405,0.8282888818925639,76,0,man and god,0.0089059067918279,The painting depicts a man and god standing together.
goods,services,goods and services,services and goods,1553253,,,no,0,1,0,0,0,0,-0.671479909,2,2,1,0.4925981149999999,0.163859347,1,3.24168096590654,0.9602660946447727,0.0089291149759382,0.9403113970155018,0.9749904571999912,7,1,goods and services,0.0275908195835129,The company offers a wide range of goods and services.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The study surveyed men and women across the country.
death,life,death and life,life and death,1142991,,,no,0,-1,-1,0,0,-1,-1.058483404,0,0,0,-0.438072128,-0.395286899,1,2.3127345648304294,0.0750485595444749,0.0129079583090166,0.052697522005612,0.1031556418988904,11,0,life and death,0.0203032335791909,The study examined the impact of life and death decisions on healthcare workers.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The study surveyed men and women across the country.
gas,oil,gas and oil,oil and gas,1040905,,,no,0,-1,0,0,0,0,-0.310324221,0,0,0,-0.414552241,-0.085058577,1,2.0815836849042952,0.1243538501992748,0.0161351598344625,0.095138763357124,0.1584833912382707,12,0,oil and gas,0.0184898545559393,The country's economy relies heavily on oil and gas.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The study surveyed men and women across the country.
expense,time,expense and time,time and expense,78761,,,no,0,1,0,0,0,0,-3.610925808,0,0,0,-0.40732723,-0.0123728379999999,1,-0.0969758846316902,0.2415159453826561,0.0166006753242199,0.2099843613494922,0.2750229952373639,160,0,time and expense,0.0013990512435624,The committee considered both time and expense when planning the project.
north,south,north and south,south and north,1532336,,,no,0,0,1,0,0,0,-0.03060052,0,0,0,0.4390120709999999,0.1108186749999999,1,3.194319104775581,0.9424963565428632,0.0113710675834007,0.9175534698853174,0.9617457215078572,8,1,north and south,0.0272192657070817,The climate varies significantly between the areas north and south of the mountain range.
turns,twists,turns and twists,twists and turns,126594,,,no,0,0,0,0,-1,0,3.028898935,0,0,0,-0.432951009,0.06354019,1,0.0113312293653983,0.2375892024456086,0.019364362009977,0.2007366252041234,0.2765343621860119,136,0,twists and turns,0.0022487207263435,The road was full of twists and turns.
development,research,development and research,research and development,1380352,,,no,0,0,0,0,0,-1,0.222714832,-1,-1,0,-0.480749838,-0.27068725,1,2.8501853809085125,0.0587070409075365,0.0119937015429323,0.0384867218829944,0.0852750803503034,9,0,research and development,0.0245195360921506,The company's research and development department launched a new product this quarter.
goods,services,goods and services,services and goods,1553253,,,no,0,1,0,0,0,0,-0.671479909,2,2,1,0.4925981149999999,0.163859347,1,3.24168096590654,0.9602660946447727,0.0089291149759382,0.9403113970155018,0.9749904571999912,7,1,goods and services,0.0275908195835129,The company offers a wide range of goods and services.
shoes,socks,shoes and socks,socks and shoes,64752,,,no,0,0,1,0,0,0,1.775546567,0,0,0,0.262154065,0.156292357,1,-0.1286961271417819,0.7292341423909027,0.0118972525786926,0.7055203940274216,0.7519150267409982,33,1,shoes and socks,0.0011502058902649,The store sells shoes and socks.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The study surveyed men and women across the country.
location,size,location and size,size and location,104236,,,no,0,0,1,0,0,0,-0.889509419,-1,-1,-1,-0.1865958019999999,-0.021018794,1,-0.0392934534842432,0.372594427849434,0.0113102383201371,0.3506738710086024,0.3951425406343386,145,0,size and location,0.0018515700083032,The report details the size and location of the new facility.
female,male,female and male,male and female,1742846,,,no,0,0,0,-1,0,0,-0.009936803,-1,0,0,-0.4263520699999999,-0.150667323,1,3.670971845927655,0.0688884976035871,0.0156736939761092,0.0429503136448915,0.1042322018245525,5,0,male and female,0.0309586072248675,The study compared male and female participants.
sunrise,sunset,sunrise and sunset,sunset and sunrise,66190,,,no,0,0,-1,0,0,1,-0.728136507,0,0,0,0.2936848469999999,0.1862856149999999,1,-0.1254400982511036,0.7535064672889825,0.0123194545642527,0.7288619519217185,0.7769086743332634,32,1,sunrise and sunset,0.0011757494421274,The photographer captured the sunrise and sunset in the same frame.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The study surveyed men and women across the country.
pepper,salt,pepper and salt,salt and pepper,831039,,,no,0,0,-1,0,0,0,-1.263496356,-1,-1,-1,-0.439249542,-0.231116138,1,1.6063891374974213,0.1108888845782801,0.0128459188158458,0.0874343450843807,0.1377662022092591,13,0,salt and pepper,0.0147619525704202,The recipe calls for salt and pepper.
turns,twists,turns and twists,twists and turns,126594,,,no,0,0,0,0,-1,0,3.028898935,0,0,0,-0.432951009,0.06354019,1,0.0113312293653983,0.2375892024456086,0.019364362009977,0.2007366252041234,0.2765343621860119,136,0,twists and turns,0.0022487207263435,The mountain path has many twists and turns.
goods,services,goods and services,services and goods,1553253,,,no,0,1,0,0,0,0,-0.671479909,2,2,1,0.4925981149999999,0.163859347,1,3.24168096590654,0.9602660946447727,0.0089291149759382,0.9403113970155018,0.9749904571999912,7,1,goods and services,0.0275908195835129,The company offers a wide range of goods and services to its customers.
arms,legs,arms and legs,legs and arms,667976,,,no,0,1,0,0,0,0,0.779154987,0,0,0,0.336992646,0.1051687369999999,1,1.237169499805718,0.8302367469814647,0.0124055041699752,0.8051593062788397,0.8536303900499871,15,0,legs and arms,0.0118654239213551,The therapist examined the patient's legs and arms during the check-up.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The survey included responses from men and women in the region.
college,university,college and university,university and college,296202,,,no,0,0,0,-1,0,0,-0.730332132,3,1,0,0.3919622419999999,-0.0734372059999999,1,0.3953705534892918,0.7837157128991452,0.0171447309687618,0.7496476263934937,0.8165299218908686,91,1,college and university,0.0052615098392056,The new policy affects both college and university students.
feet,legs,feet and legs,legs and feet,194658,,,no,0,-1,0,0,0,0,1.336152653,0,0,0,-0.1107018459999999,-0.0411186559999999,1,0.1654469111561669,0.4175088437793763,0.0092295462177959,0.3995691102174695,0.435592208143656,117,1,feet and legs,0.0034577584968369,The doctor examined the patient's feet and legs for signs of swelling.
food,shelter,food and shelter,shelter and food,147749,,,no,0,0,1,0,0,0,2.348214144,1,1,1,0.3765609239999999,0.259624604,1,0.0592319881847993,0.8187467211666248,0.0121522817277257,0.7940244170197335,0.8415362463572891,128,0,shelter and food,0.0026245022560036,The charity supplies shelter and food to those affected by the storm.
day,night,day and night,night and day,1876827,,,no,0,1,0,0,0,0,0.8583704,0,0,0,0.197528861,0.107221499,1,3.974341808933193,0.8287552251780391,0.0220035345971349,0.7832750022518573,0.869033433177916,3,1,day and night,0.0333385450705492,The store is open day and night.
feelings,thoughts,feelings and thoughts,thoughts and feelings,480072,,,no,0,0,0,0,1,0,0.057240484,-1,-1,-1,-0.348635205,-0.081661731,1,0.8117029819517483,0.214431436929273,0.0135970704302857,0.18836636838525,0.2417659040579504,18,0,thoughts and feelings,0.0085276384073272,The therapist recorded the patient's thoughts and feelings during the session.
female,male,female and male,male and female,1742846,,,no,0,0,0,-1,0,0,-0.009936803,-1,0,0,-0.4263520699999999,-0.150667323,1,3.670971845927655,0.0688884976035871,0.0156736939761092,0.0429503136448915,0.1042322018245525,5,0,male and female,0.0309586072248675,The study compared the health outcomes of male and female participants.
father,son,father and son,son and father,486090,,,no,0,0,0,1,0,0,0.413296216,-1,-1,-1,0.467923636,0.027898002,1,0.8253293949309567,0.8636356341124951,0.0126455450828489,0.8379832918684776,0.8870965007713698,78,1,father and son,0.0086345376389743,The father and son attended the ceremony together.
north,south,north and south,south and north,1532336,,,no,0,0,1,0,0,0,-0.03060052,0,0,0,0.4390120709999999,0.1108186749999999,1,3.194319104775581,0.9424963565428632,0.0113710675834007,0.9175534698853174,0.9617457215078572,8,1,north and south,0.0272192657070817,The temperature differences are noticeable between north and south.
groups,individuals,groups and individuals,individuals and groups,441733,,,no,0,-1,0,0,0,0,0.599729376,4,2,1,-0.247854473,0.112101023,1,0.7248929043163422,0.3357690600225592,0.0193115358238825,0.2981495014062515,0.373495318396514,19,0,individuals and groups,0.007846613209235,The study examined the behavior of individuals and groups in the workplace.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The study surveyed men and women across the country.
day,night,day and night,night and day,1876827,,,no,0,1,0,0,0,0,0.8583704,0,0,0,0.197528861,0.107221499,1,3.974341808933193,0.8287552251780391,0.0220035345971349,0.7832750022518573,0.869033433177916,3,1,day and night,0.0333385450705492,"The security cameras run continuously, day and night."
man,woman,man and woman,woman and man,731849,,,no,0,0,0,1,0,0,1.177898817,1,1,1,0.460577933,0.2461141909999999,1,1.3817956008726808,0.9101461906471664,0.0099120365767103,0.8895849619411716,0.9281915472599912,69,1,man and woman,0.0130000159158709,The man and woman were waiting at the bus stop.
poetry,prose,poetry and prose,prose and poetry,222228,,,no,0,0,-1,0,0,0,1.228842559,-2,-2,-1,0.046596289,-0.167979846,1,0.2278730005275158,0.5039375976407897,0.016000699267064,0.4739727248141796,0.5366878946999928,24,0,prose and poetry,0.0039474912679421,The curriculum includes both prose and poetry.
father,mother,father and mother,mother and father,1590868,,,no,0,0,-1,1,0,0,0.092175082,0,0,0,0.101676569,0.020166016,1,3.326851707716597,0.6863748208049598,0.0234139452426871,0.6401352416216487,0.7319502221586851,6,1,father and mother,0.0282589841894295,The father and mother attended the ceremony.
head,shoulders,head and shoulders,shoulders and head,252972,,,no,0,1,0,0,0,0,2.26344126,1,1,1,0.4552124349999999,0.23687985,1,0.2974859019287763,0.8607808438136094,0.0107448237402548,0.8389415471074866,0.8807669278453938,97,1,head and shoulders,0.0044936045909329,The report shows the organization is head and shoulders above the rest.
boys,girls,boys and girls,girls and boys,1835429,,,no,0,0,0,1,0,0,0.056064285,0,0,0,0.382519564,0.1258780029999999,1,3.8806053110080896,0.9391975816403516,0.0128405188909181,0.911040292982693,0.9607473237053664,4,1,boys and girls,0.0326031820941904,The school organized a field trip for boys and girls.
Africa,Asia,Africa and Asia,Asia and Africa,293128,,,no,0,0,-1,-1,0,0,0.524089675,-1,-1,0,-0.0906361729999999,-0.1955333699999999,1,0.3884101690595665,0.3865787315465656,0.0143487852553727,0.3597209892399567,0.4159250675783523,22,0,Asia and Africa,0.0052069056122061,Researchers are analyzing climate change impacts across Asia and Africa.
face,figure,face and figure,figure and face,57306,,,no,0,1,0,0,0,0,-0.267431233,1,1,1,0.4229749069999999,0.180285429,1,-0.14555592625165,0.8137344160498141,0.0128473935006453,0.7874986761407499,0.8378548758376967,173,1,face and figure,0.0010179407392438,The artist studied the face and figure of the model.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The study surveyed men and women across the country.
boys,girls,boys and girls,girls and boys,1835429,,,no,0,0,0,1,0,0,0.056064285,0,0,0,0.382519564,0.1258780029999999,1,3.8806053110080896,0.9391975816403516,0.0128405188909181,0.911040292982693,0.9607473237053664,4,1,boys and girls,0.0326031820941904,The school organized a field trip for boys and girls.
goods,services,goods and services,services and goods,1553253,,,no,0,1,0,0,0,0,-0.671479909,2,2,1,0.4925981149999999,0.163859347,1,3.24168096590654,0.9602660946447727,0.0089291149759382,0.9403113970155018,0.9749904571999912,7,1,goods and services,0.0275908195835129,The company offers a wide variety of goods and services.
boys,girls,boys and girls,girls and boys,1835429,,,no,0,0,0,1,0,0,0.056064285,0,0,0,0.382519564,0.1258780029999999,1,3.8806053110080896,0.9391975816403516,0.0128405188909181,0.911040292982693,0.9607473237053664,4,1,boys and girls,0.0326031820941904,The school organized a field trip for boys and girls.
money,time,money and time,time and money,572131,,,no,0,0,0,0,0,0,-1.823941142,-1,-1,-1,-0.396630317,-0.150978794,1,1.0201499664072071,0.1650398934528705,0.0129851091984116,0.1404323544036421,0.191312270864679,74,0,time and money,0.0101629053342467,The project requires both time and money to succeed.
boys,girls,boys and girls,girls and boys,1835429,,,no,0,0,0,1,0,0,0.056064285,0,0,0,0.382519564,0.1258780029999999,1,3.8806053110080896,0.9391975816403516,0.0128405188909181,0.911040292982693,0.9607473237053664,4,1,boys and girls,0.0326031820941904,The school organized a field trip for boys and girls.
pepper,salt,pepper and salt,salt and pepper,831039,,,no,0,0,-1,0,0,0,-1.263496356,-1,-1,-1,-0.439249542,-0.231116138,1,1.6063891374974213,0.1108888845782801,0.0128459188158458,0.0874343450843807,0.1377662022092591,13,0,salt and pepper,0.0147619525704202,The chef seasoned the soup with salt and pepper.
bone,flesh,bone and flesh,flesh and bone,72784,,,no,0,-1,0,0,0,0,0.475998012,0,0,0,-0.281201912,-0.0641982059999999,1,-0.1105094622948223,0.3022994561558149,0.0129323542906087,0.2777113416548122,0.3282558451829772,163,0,flesh and bone,0.0012928803051186,The sculpture was made of flesh and bone.
goods,services,goods and services,services and goods,1553253,,,no,0,1,0,0,0,0,-0.671479909,2,2,1,0.4925981149999999,0.163859347,1,3.24168096590654,0.9602660946447727,0.0089291149759382,0.9403113970155018,0.9749904571999912,7,1,goods and services,0.0275908195835129,The company offers a wide range of goods and services to its customers.
Christmas,Easter,Christmas and Easter,Easter and Christmas,47337,,,no,0,0,1,0,0,1,1.316616204,0,0,0,0.287122124,0.367650547,1,-0.1681284937142172,0.7853048269883636,0.0163030845063951,0.7515696993420812,0.8155009100495955,39,1,Christmas and Easter,0.0008408589113458,The holiday schedule includes Christmas and Easter.
spring,summer,spring and summer,summer and spring,381701,,,no,0,0,0,0,0,1,-0.095203156,1,1,1,0.4901414979999999,0.349533387,1,0.588963887372533,0.9002188752650254,0.0098127738667338,0.8798533476238025,0.9181819799247926,86,1,spring and summer,0.0067802498535953,The park is popular in spring and summer.
radio,television,radio and television,television and radio,651263,,,no,0,0,-1,0,0,0,0.125163278,1,1,1,0.244326025,0.0084331119999999,1,1.19932665498659,0.7480529318890369,0.014005829474888,0.7201550106479521,0.7749540649869351,71,1,radio and television,0.0115685467431367,The study examined the impact of radio and television on public opinion.
spring,summer,spring and summer,summer and spring,381701,,,no,0,0,0,0,0,1,-0.095203156,1,1,1,0.4901414979999999,0.349533387,1,0.588963887372533,0.9002188752650254,0.0098127738667338,0.8798533476238025,0.9181819799247926,86,1,spring and summer,0.0067802498535953,The park is popular in spring and summer.
comings,goings,comings and goings,goings and comings,141234,,,no,0,-1,0,0,0,1,-0.472771528,0,0,0,0.412860926,0.215477416,1,0.0444802300326652,0.8264734924855942,0.0118327883081897,0.8024278006724835,0.8485754280105221,130,1,comings and goings,0.0025087746896724,The manager noted the comings and goings of the employees during the shift.
female,male,female and male,male and female,1742846,,,no,0,0,0,-1,0,0,-0.009936803,-1,0,0,-0.4263520699999999,-0.150667323,1,3.670971845927655,0.0688884976035871,0.0156736939761092,0.0429503136448915,0.1042322018245525,5,0,male and female,0.0309586072248675,The survey recorded responses from both male and female respondents.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The study surveyed men and women across the country.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The study surveyed men and women across the country.
pressure,temperature,pressure and temperature,temperature and pressure,449437,,,no,0,0,-1,0,0,0,0.238472567,2,2,0,-0.137753456,-0.112296128,1,0.7423368866346908,0.365506769569472,0.0117767126777958,0.3427216076516337,0.3888874758506101,83,0,temperature and pressure,0.0079834612784622,The experiment measured temperature and pressure simultaneously.
July,June,July and June,June and July,154093,,,no,0,0,0,0,0,-1,-0.100152406,0,0,0,-0.49857878,-0.282096646,1,0.0735965551406149,0.1427654588164873,0.0119257814107849,0.1205975136613633,0.1671944573961016,125,0,June and July,0.0027371923067795,The conference will be held in June and July.
everybody,everything,everybody and everything,everything and everybody,88771,,,no,0,1,0,0,0,0,-1.442128716,-1,-1,-1,-0.1373252529999999,-0.063583555,1,-0.0743104818530467,0.3960000652743313,0.0096512467785917,0.3773959909314802,0.4150763051708114,155,0,everything and everybody,0.0015768613646637,The new law is designed to safeguard everything and everybody.
death,life,death and life,life and death,1142991,,,no,0,-1,-1,0,0,-1,-1.058483404,0,0,0,-0.438072128,-0.395286899,1,2.3127345648304294,0.0750485595444749,0.0129079583090166,0.052697522005612,0.1031556418988904,11,0,life and death,0.0203032335791909,The report discusses the balance between life and death in emergency medicine.
face,figure,face and figure,figure and face,57306,,,no,0,1,0,0,0,0,-0.267431233,1,1,1,0.4229749069999999,0.180285429,1,-0.14555592625165,0.8137344160498141,0.0128473935006453,0.7874986761407499,0.8378548758376967,173,1,face and figure,0.0010179407392438,The artist studied the face and figure of the subject carefully.
coffee,toast,coffee and toast,toast and coffee,19739,,,no,0,0,-1,0,0,0,1.992285892,-1,-1,-1,-0.042479356,-0.156305322,1,-0.2306179828136182,0.4373968456161808,0.0130002164138623,0.4127889658407431,0.4639376802359397,236,1,coffee and toast,0.0003506287692725,She enjoyed coffee and toast for breakfast.
